Kommune,Tag,Datum,Zeit,1. Straße,2. Straße,Nr.,StrG,Str.-Nr.,AbsX,Abs.X,Km,Meter,GEO_X,GEO_Y,KAT,TYP,UTYP,BET,GT,SV,LV,ALC,VU-F,Bet_01,Folg_01,VB_01,U1_01,U2_01,BT_ALT01,BT_M/W01,Bet_02,Folg_02,VB_02,U1_02,U2_02,BT_ALT02,BT_M/W02,Bet_03,Folg_03,VB_03,U1_03,U2_03,BT_ALT03,BT_M/W03,Bet_04,Folg_04,VB_04,U1_04,U2_04,BT_ALT04,BT_M/W04,Bet_05,Folg_05,VB_05,U1_05,U2_05,BT_ALT05,BT_M/W05,Bet_06,Folg_06,VB_06,U1_06,U2_06,BT_ALT06,BT_M/W06,Bet_07,Folg_07,VB_07,U1_07,U2_07,BT_ALT07,BT_M/W07,Bet_08,Folg_08,VB_08,U1_08,U2_08,BT_ALT08,BT_M/W08,Bet_09,Folg_09,VB_09,U1_09,U2_09,BT_ALT09,BT_M/W09,Bet_10,Folg_10,VB_10,U1_10,U2_10,BT_ALT10,BT_M/W10,Bet_11,Folg_11,VB_11,U1_11,U2_11,BT_ALT11,BT_M/W11,Bet_12,Folg_12,VB_12,U1_12,U2_12,BT_ALT12,BT_M/W12,Bet_13,Folg_13,VB_13,U1_13,U2_13,BT_ALT13,BT_M/W13,Bet_14,Folg_14,VB_14,U1_14,U2_14,BT_ALT14,BT_M/W14,Bet_15,Folg_15,VB_15,U1_15,U2_15,BT_ALT15,BT_M/W15,Bet_16,Folg_16,VB_16,U1_16,U2_16,BT_ALT16,BT_M/W16,Bet_17,Folg_17,VB_17,U1_17,U2_17,BT_ALT17,BT_M/W17,Bet_18,Folg_18,VB_18,U1_18,U2_18,BT_ALT18,BT_M/W18,Bet_19,Folg_19,VB_19,U1_19,U2_19,BT_ALT19,BT_M/W19
Gütersloh,Mo,31.08.2015,16:00,Stadtring Sundern,,,G,,,,,,8.39688,51.8907,3,7,99,2,0,0,1,0,1,1,0,71,49,,,1,2,3,71,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,01.09.2015,16:35,Brockhäger Straße,,8,G,,,,,,8.37182,51.9145,5,3,42,2,0,0,0,0,0,1,0,71,11,14,20,2,2,0,21,,,47,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,02.09.2015,07:50,Paderborner Straße,Avenwedder Straße,,L,791,15,0,0,0,8.48861,51.9359,3,2,22,2,0,0,1,0,0,1,0,21,35,,19,1,2,3,71,,,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,02.09.2015,06:40,Reckenberger Straße,Hochstraße,,G,,,,,,8.3829,51.8984,3,2,2,2,0,0,2,0,0,1,3,71,23,,56,1,2,3,71,,,48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,03.09.2015,19:35,Carl-Bertelsmann-Straße,Marienstraße,,L,788,9,0,0,220,8.40153,51.9053,3,3,42,2,0,0,1,0,0,1,0,21,28,,63,1,2,3,71,10,,60,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,03.09.2015,15:10,Friedrich-Ebert-Straße,Holzstraße,,L,757,2,0,0,600,8.39247,51.9061,3,2,24,2,0,0,1,0,0,1,0,21,35,,53,1,2,3,71,,,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,03.09.2015,06:15,Carl-Bertelsmann-Straße,Agnesstraße,255,L,788,9,0,1,300,8.41924,51.9097,3,3,42,2,0,0,1,0,0,1,0,21,35,28,51,1,2,3,71,11,,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,04.09.2015,05:23,Haller Straße,Isselhorster Kirchplatz,,K,32,4,0,0,190,8.41106,51.9459,3,3,42,2,0,0,1,0,0,1,0,21,28,,50,1,2,3,71,10,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,04.09.2015,07:55,Neuenkirchener Straße,Dalkestraße,,L,782,18,0,0,130,8.37903,51.9012,3,2,51,2,0,0,1,0,0,1,0,21,49,,54,2,2,3,71,,,76,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,04.09.2015,07:56,Nordring,,,B,61,52,0,0,200,8.3674,51.9132,3,3,71,2,0,0,2,0,0,1,3,71,37,,16,2,2,3,71,,,36,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,05.09.2015,09:44,Baumstraße,Böhmerstraße,,G,,,,,,8.36698,51.9112,3,3,21,2,0,0,1,0,0,1,3,71,27,,22,2,2,0,21,,,42,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,07.09.2015,17:28,Dammstraße,Unter den Ulmen,,G,,,,,,8.36897,51.8956,3,2,41,2,0,0,1,0,1,1,0,40,35,,,0,2,3,71,,,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,07.09.2015,10:40,Lindenstraße,Carl-Bertelsmann-Straße,2,L,782,18,0,0,610,8.38265,51.9045,5,7,99,2,0,0,0,0,1,1,0,71,26,,,1,2,0,21,,,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,07.09.2015,07:54,Vossenstraße,Neuenkirchener Straße,,L,782,15,200,0,330,8.38165,51.894,5,2,43,2,0,0,0,0,0,1,0,71,31,,15,1,2,0,21,35,,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,09.09.2015,12:52,Neuenkirchener Straße,Feuerbornstraße,,L,782,15,200,0,730,8.37875,51.8972,3,2,43,2,0,0,1,0,0,1,0,21,35,,68,1,2,3,71,,,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,09.09.2015,13:45,Virchowstraße,,,G,,,,,,8.38428,51.8964,3,6,81,2,0,0,1,0,1,1,0,71,11,49,,1,2,3,71,,,37,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,10.09.2015,08:00,Rhedaer Straße,,30,G,,,,,,8.3645,51.8949,3,7,31,2,0,0,1,0,0,1,0,40,48,,,0,2,3,71,,,88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,10.09.2015,17:10,Berliner Straße,Pfälzer Straße,,K,37,1,0,0,120,8.39072,51.915,5,2,43,2,0,0,0,0,0,1,0,21,35,,22,2,2,0,71,,,20,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,11.09.2015,17:15,Königstraße,Barkeystraße,,G,,,,,,8.37107,51.9077,5,2,31,2,0,0,0,0,0,1,0,21,35,,27,2,2,0,71,14,,77,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,12.09.2015,10:44,Stadtring Sundern,Auf der Haar,,G,,,,,,8.40128,51.8933,3,2,44,2,0,0,1,0,0,1,0,21,35,,85,1,2,3,71,,,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,14.09.2015,15:59,Westring,,92,B,61,50,0,0,250,8.36168,51.899,3,6,99,3,0,0,1,0,1,1,0,71,10,,,1,2,0,71,16,17,57,1,3,3,71,,,76,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,17.09.2015,17:05,Avenwedder Straße,,,L,788,10,0,0,125,8.42376,51.9107,3,3,99,2,0,0,1,0,1,1,3,71,37,,43,2,2,0,71,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,19.09.2015,13:00,Reckenberger Straße,,5254,G,,,,,,8.38467,51.8938,5,7,99,2,0,0,0,0,1,1,0,71,49,,,0,2,0,21,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,21.09.2015,07:40,Blessenstätte,Unter den Ulmen,,G,,,,,,8.37618,51.9042,3,6,51,2,0,0,1,0,1,1,0,21,49,14,,2,2,3,71,,,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,25.09.2015,12:25,Carl-Bertelsmann-Straße,Kampstraße,,L,788,9,0,0,0,8.39838,51.9049,3,6,1,2,0,0,1,0,0,1,0,71,13,14,48,1,2,3,72,,,58,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,26.09.2015,19:20,Saarstraße,,16,G,,,,,,8.39414,51.9148,6,6,81,2,0,0,0,1,1,1,0,21,49,,,0,2,0,71,1,49,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,27.09.2015,12:14,Neuenkirchener Straße,Stadtring Kattenstroth,,L,782,15,100,1,400,8.3893,51.8865,2,2,43,2,0,1,0,0,0,1,0,21,35,,29,2,2,2,71,,,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,27.09.2015,14:26,Neuenkirchener Straße,,128,L,782,15,100,0,600,8.38524,51.8902,3,6,81,2,0,0,1,0,0,1,3,71,10,,63,2,2,0,71,,,52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,29.09.2015,10:45,Schulstraße,,26,G,,,,,,8.37792,51.9086,3,5,99,2,0,0,1,0,0,1,0,44,45,43,,0,2,3,71,,,55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,01.10.2015,07:50,Unter den Ulmen,Bogenstraße,,G,,,,,,8.37501,51.9022,3,2,43,2,0,0,1,0,0,1,0,21,35,,65,1,2,3,71,,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,02.10.2015,14:23,Stadtring Kattenstroth,Bertelsweg,,G,,,,,,8.38263,51.8841,3,2,41,2,0,0,1,0,0,1,0,21,35,,57,2,2,3,71,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,So,04.10.2015,14:43,Amtenbrinksweg,Im Reke,,G,,,,,,8.41146,51.9029,5,2,62,2,0,0,0,0,0,1,0,71,13,,,1,2,0,21,,,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,06.10.2015,05:57,Verler Straße,Thaddäusstraße,,L,757,5,0,1,500,8.45172,51.8791,3,2,23,2,0,0,1,0,0,1,0,21,35,,52,1,2,3,71,,,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,08.10.2015,15:00,Rhedaer Straße,,120,G,,,,,,8.35439,51.8896,3,1,41,2,0,0,1,0,1,1,3,71,49,,56,1,2,0,21,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,08.10.2015,15:59,Blessenstätte,Unter den Ulmen,,G,,,,,,8.37618,51.9042,3,3,42,3,0,0,1,0,0,1,3,71,10,,53,1,2,0,21,49,13,41,1,3,0,21,,,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,14.10.2015,17:32,Sundernstraße,Am Anger,,K,38,1,0,0,590,8.40674,51.9038,3,3,42,2,0,0,1,0,0,1,0,21,28,,30,1,2,3,71,10,,44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,14.10.2015,13:44,Neuenkirchener Straße,Stadtring Kattenstroth,,L,782,15,100,1,100,8.38931,51.8865,3,3,23,2,0,0,1,0,0,1,3,71,49,11,47,1,2,0,71,,,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,19.10.2015,07:09,Berliner Straße,,273,B,61,55,200,0,200,8.40022,51.9222,3,3,42,2,0,0,1,0,0,1,0,21,37,,48,1,2,3,71,,,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,19.10.2015,12:40,Berliner Straße,,,G,,,,,,8.37858,51.9063,3,7,99,2,0,0,1,0,0,1,0,71,13,49,18,1,2,3,81,,,48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,20.10.2015,17:10,Berliner Straße,,126,G,,,,,,8.38387,51.9107,3,5,81,2,0,0,1,0,0,1,0,21,45,,50,1,2,3,71,,,64,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,21.10.2015,16:00,Marienfelder Straße,,25,G,,,,,,8.36783,51.9115,5,7,99,2,0,0,0,0,1,1,0,71,49,,54,1,2,0,21,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,22.10.2015,07:50,Herzebrocker Straße,,42,G,,,,,,8.36445,51.9043,5,2,24,2,0,0,0,0,0,1,0,21,35,,18,1,2,0,71,,,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,23.10.2015,23:15,Ernst-Buschmann-Straße,Kökerstraße,,G,,,,,,8.37977,51.9065,5,2,61,2,0,0,0,0,0,1,0,71,11,,28,1,2,0,81,,,59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mo,26.10.2015,06:00,Carl-Bertelsmann-Straße,,161,L,788,9,0,0,620,8.40937,51.906,5,3,41,2,0,0,0,0,0,1,0,44,37,,64,1,2,0,71,37,,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,27.10.2015,07:51,Neuenkirchener Straße,Tiefenweg,,L,782,15,200,0,415,8.38105,51.8946,3,2,43,2,0,0,1,0,0,1,0,21,35,,55,2,2,3,71,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,27.10.2015,13:15,Kahlertstraße,Nordring,43,G,,,,,,8.38156,51.9144,3,1,83,1,0,0,1,0,0,1,3,71,10,,75,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,31.10.2015,12:43,Brockweg,Kattenstrother Weg,,K,3,5,200,0,0,8.37475,51.8878,3,2,43,3,0,0,2,0,0,1,0,21,35,,71,1,2,3,71,,,52,1,3,3,71,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,03.11.2015,13:33,Wiedenbrücker Straße,Südring,,G,,,,,,8.36534,51.8921,3,2,24,2,0,0,1,0,0,1,0,21,35,,49,1,2,3,71,,,49,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,03.11.2015,11:35,Stadtring Sundern,Am Anger,,G,,,,,,8.40471,51.9005,5,6,21,3,0,0,0,0,0,1,0,21,14,,33,2,2,0,21,,,53,1,3,0,71,,,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,03.11.2015,10:58,Neuenkirchener Straße,,103a,L,782,15,200,0,150,8.38276,51.8928,2,5,81,2,0,1,0,0,0,1,0,40,45,,48,1,2,2,71,,,67,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,04.11.2015,11:50,Kirchstraße,Christian-Heyden-Weg,,G,,,,,,8.37997,51.905,3,3,99,2,0,0,1,0,1,1,0,71,49,,,0,2,3,71,,,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,04.11.2015,15:04,Brockweg,Schledebrückstraße,,K,3,5,200,1,130,8.37534,51.8979,3,3,41,2,0,0,1,0,0,1,0,21,28,,26,1,2,3,71,,,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,04.11.2015,11:35,Neuenkirchener Straße,Von-Recklinghausen-Straße,,L,782,15,200,0,330,8.38167,51.8939,5,2,99,2,0,0,0,0,1,1,0,21,49,,,0,2,0,71,,,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Fr,06.11.2015,18:30,Nordring,,99,B,61,52,0,0,140,8.36805,51.9132,5,3,42,2,0,0,0,0,0,1,0,21,37,,32,1,2,0,71,11,,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,10.11.2015,10:30,Blessenstätte,,20,G,,,,,,8.37544,51.9043,3,7,99,2,0,0,1,0,1,1,0,71,49,,,2,2,3,71,,,75,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Di,10.11.2015,11:00,Unter den Ulmen,Feuerbornstraße,,L,788,5,0,0,970,8.37318,51.9002,5,3,21,2,0,0,0,0,0,1,0,72,31,,78,1,2,0,21,,,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Mi,11.11.2015,10:16,Kirchstraße,Berliner Straße,,G,,,,,,8.37735,51.9045,5,7,11,2,0,0,0,0,0,1,0,21,36,,52,2,2,0,72,,,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Do,12.11.2015,13:34,Carl-Bertelsmann-Straße,,90,L,788,8,0,0,160,8.39568,51.9049,3,6,1,2,0,0,2,0,0,1,3,71,10,,45,1,2,3,71,10,,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gütersloh,Sa,14.11.2015,23:30,Blessenstätte,Dalkestraße,,G,,,,,,8.37733,51.9044,2,2,23,2,0,1,0,0,0,1,0,21,35,,35,1,2,2,71,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
